repo_name,repo_owner,stars,forks,open_issues,description,creation_date,last_modification_date,primary_language,ml_libraries,has_tests,repo_size_kb,file_count,size_api_kb;
fast-style-transfer,lengstrom,10921,2604,111,TensorFlow CNN for fast style transfer ⚡🖥🎨🖼,2016-07-21 02:59:11+00:00,2024-12-20 14:15:06+00:00,Python,,False,,,11288;
"mycroft-precise,MycroftAI,848,226,119,""A lightweight, simple-to-use, RNN wake word listener"",2017-08-26 01:56:48+00:00,2024-12-18 11:28:08+00:00,Python,""tensorflow,scikit-learn"",True,,,457";
padatious,MycroftAI,159,40,7,A neural network intent parser,2017-07-31 22:41:03+00:00,2024-11-13 17:57:34+00:00,Python,,True,,,100;
porcupine,Picovoice,3748,498,5,On-device wake word detection powered by deep learning,2018-03-08 01:55:25+00:00,2024-12-19 12:13:16+00:00,Python,,False,,,355242;
pytorch-retinanet,yhenon,2147,665,148,Pytorch implementation of RetinaNet object detection.,2018-04-25 00:15:22+00:00,2024-12-16 08:18:25+00:00,Python,,False,,,1039;
infi.clickhouse_orm,Infinidat,413,136,62,A Python library for working with the ClickHouse database (https://clickhouse.yandex/),2016-06-26 15:13:52+00:00,2024-12-18 08:24:18+00:00,Python,,True,,,702;
places365,CSAILVision,1918,536,37,The Places365-CNNs for Scene Classification ,2016-05-12 16:31:05+00:00,2024-12-20 10:13:59+00:00,Python,,False,,,1406;
semantic-segmentation-pytorch,CSAILVision,4933,1098,80,Pytorch implementation for Semantic Segmentation/Scene Parsing on MIT ADE20K dataset,2017-10-07 00:52:17+00:00,2024-12-20 01:10:26+00:00,Python,torch,True,,,5159;
pycox,havakv,809,190,85,Survival analysis with PyTorch,2018-02-12 03:54:15+00:00,2024-12-19 03:45:52+00:00,Python,,True,,,2552;
scikit-image,scikit-image,6070,2224,808,Image processing in Python,2011-07-07 22:07:20+00:00,2024-12-20 05:31:38+00:00,Python,,False,,,81693;
crnn.pytorch,meijieru,2392,658,104,Convolutional recurrent network in pytorch,2017-02-27 09:26:06+00:00,2024-12-20 09:18:44+00:00,Python,torch,True,,,38;
soynlp,lovit,941,182,54,한국어 자연어처리를 위한 파이썬 라이브러리입니다. 단어 추출/ 토크나이저 / 품사판별/ 전처리의 기능을 제공합니다.,2017-05-13 12:20:13+00:00,2024-12-18 14:52:28+00:00,Python,,True,,,35727;
hazm,roshan-research,1202,179,22,Persian NLP Toolkit,2013-10-29 13:10:08+00:00,2024-12-20 10:34:37+00:00,Python,,True,,,26732;
mord,fabianp,264,70,9,Ordinal regression algorithms,2014-12-02 13:20:51+00:00,2024-10-21 05:57:39+00:00,Python,,False,,,129;
DeepPATH,ncoudray,492,213,39,Classification of Lung cancer slide images using deep-learning,2017-05-23 15:01:54+00:00,2024-10-23 02:40:24+00:00,Python,,False,,,11418;
"DeepCTR,shenweichen,7558,2210,104,""Easy-to-use,Modular and Extendible package of deep-learning based CTR models ."",2017-10-07 07:40:37+00:00,2024-12-20 13:40:49+00:00,Python,,True,,,7683";
3DDFA,cleardusk,3605,651,65,The PyTorch improved version of TPAMI 2017 paper: Face Alignment in Full Pose Range: A 3D Total Solution.,2018-06-29 14:19:21+00:00,2024-12-16 04:22:47+00:00,Python,torch,True,,,83387;
t3f,Bihaqo,220,55,58,Tensor Train decomposition on TensorFlow,2017-01-19 17:10:30+00:00,2024-12-15 11:10:15+00:00,Python,,False,,,1619;
rethinking-network-pruning,Eric-mingjie,1507,293,23,Rethinking the Value of Network Pruning (Pytorch) (ICLR 2019),2018-10-11 04:03:00+00:00,2024-12-19 18:10:25+00:00,Python,,False,,,168;
"pytorch-dnc,ixaxaar,335,56,10,""Differentiable Neural Computers, Sparse Access Memory and Sparse Differentiable Neural Computers, for Pytorch"",2017-10-26 14:39:56+00:00,2024-11-14 10:06:53+00:00,Python,torch,True,,,874";
opencv_extra,opencv,925,1580,23,OpenCV extra data,2012-07-19 09:38:22+00:00,2024-12-17 05:16:42+00:00,,,True,,,1121178;
mpc.pytorch,locuslab,878,146,16,A fast and differentiable model predictive control (MPC) solver for PyTorch.,2018-10-02 15:09:04+00:00,2024-12-17 08:58:14+00:00,Python,,True,,,4435;
DeepLearning.ai-Summary,mbadry1,5161,2444,12,This repository contains my personal notes and summaries on DeepLearning.ai specialization courses. I've enjoyed every little bit of the course hope you enjoy my notes too.,2017-11-12 15:08:34+00:00,2024-12-16 14:14:32+00:00,Python,,False,,,15644;
chaco,enthought,292,99,163,Chaco is a Python package for building interactive and custom 2-D plots. ,2011-01-28 03:06:49+00:00,2024-08-07 11:55:28+00:00,Python,,False,,,58087;
"Information-Extraction-Chinese,crownpku,2228,814,121,""Chinese Named Entity Recognition with IDCNN/biLSTM+CRF, and Relation Extraction with biGRU+2ATT 中文实体识别与关系提取"",2017-08-09 09:52:31+00:00,2024-12-19 13:55:05+00:00,Python,tensorflow,False,,,82730";
keras-yolo3,experiencor,1603,861,239,Training and Detecting Objects with YOLO3,2018-04-08 09:18:10+00:00,2024-12-13 01:24:45+00:00,Python,tensorflow,False,,,94;
"waveglow,NVIDIA,2279,529,79,A Flow-based Generative Network for Speech Synthesis,2018-11-08 00:41:44+00:00,2024-12-20 08:36:46+00:00,Python,""tensorflow,torch"",False,,,437";
partialconv,NVIDIA,1227,216,28,A New Padding Scheme: Partial Convolution based Padding,2018-11-05 03:02:27+00:00,2024-12-20 05:07:48+00:00,Python,,False,,,477;
flownet2-pytorch,NVIDIA,3129,740,164,Pytorch implementation of FlowNet 2.0: Evolution of Optical Flow Estimation with Deep Networks,2017-11-20 21:05:31+00:00,2024-12-19 05:48:30+00:00,Python,,False,,,6436;
"OpenSeq2Seq,NVIDIA,1545,369,87,""Toolkit for efficient experimentation with Speech Recognition, Text2Speech and NLP"",2017-09-08 20:53:07+00:00,2024-12-12 15:35:01+00:00,Python,,False,,,60230";
sentiment-discovery,NVIDIA,1061,202,48,Unsupervised Language Modeling at scale for robust sentiment classification,2017-11-30 21:50:15+00:00,2024-11-21 22:27:20+00:00,Python,,False,,,57328;
simple_rl,david-abel,272,95,6,A simple framework for experimenting with Reinforcement Learning in Python.,2016-07-11 17:41:25+00:00,2024-12-14 06:17:56+00:00,Python,,True,,,4114;
luminoth,tryolabs,2405,399,62,Deep Learning toolkit for Computer Vision.,2017-02-16 15:07:46+00:00,2024-12-14 20:58:05+00:00,Python,,False,,,3123;
pysb,pysb,167,71,87,Python framework for Systems Biology modeling,2010-10-08 16:51:11+00:00,2024-12-03 05:17:48+00:00,Python,,False,,,8301;
"PyPortfolioOpt,robertmartin8,4492,955,74,""Financial portfolio optimisation in python, including classical efficient frontier, Black-Litterman, Hierarchical Risk Parity"",2018-05-29 13:30:30+00:00,2024-12-20 07:55:34+00:00,Jupyter Notebook,scikit-learn,True,,,12358";
FAI-PEP,facebook,388,88,46,Facebook AI Performance Evaluation Platform,2017-11-21 18:47:29+00:00,2024-12-18 04:16:52+00:00,Python,,True,,,25660;
spotlight,maciejkula,2986,424,72,Deep recommender models using PyTorch.,2017-06-25 18:52:19+00:00,2024-12-19 08:11:42+00:00,Python,,True,,,9222;
vowpal_porpoise,josephreisinger,166,30,8,lightweight python wrapper for vowpal wabbit,2012-04-15 22:57:41+00:00,2024-02-29 04:47:48+00:00,Python,,False,,,198;
"eden,sahana,390,559,92,""Sahana Eden is an Open Source Humanitarian Platform which can be used to provide solutions for Disaster Management, Development, and Environmental Management sectors.. Please sign CLA when submitting pull requests: http://bit.ly/SSF-eCLA"",2011-12-20 17:49:16+00:00,2024-11-26 21:53:13+00:00,Python,,True,,,235201";
pwnagotchi,evilsocket,7696,1155,289,(⌐■_■) - Deep Reinforcement Learning instrumenting bettercap for WiFi pwning.,2019-09-19 13:07:15+00:00,2024-12-19 23:17:32+00:00,Python,tensorflow,False,,,8591;
Super-SloMo,avinashpaliwal,2991,476,29,PyTorch implementation of Super SloMo by Jiang et al.,2018-12-25 17:34:17+00:00,2024-12-18 06:46:21+00:00,Python,,False,,,27529;
PSMNet,JiaRenChang,1433,424,163,Pyramid Stereo Matching Network (CVPR2018),2018-03-19 08:06:18+00:00,2024-12-19 13:45:32+00:00,Python,,True,,,109;
"brian2,brian-team,935,220,184,""Brian is a free, open source simulator for spiking neural networks. "",2012-11-27 13:46:43+00:00,2024-12-20 12:20:38+00:00,Python,,False,,,37693";
Emotion-recognition,otaha178,1073,363,47,Real time emotion recognition ,2018-08-25 04:19:43+00:00,2024-12-20 11:14:04+00:00,Python,,False,,,2002;
tnn,neuroailab,95,13,0,Biologically-realistic recurrent convolutional neural networks,2016-09-27 16:03:05+00:00,2024-11-04 14:59:05+00:00,Python,,True,,,414;
"snorkel,snorkel-team,5803,857,16,A system for quickly generating training data with weak supervision,2016-02-26 05:52:45+00:00,2024-12-20 01:03:16+00:00,Python,""torch,scikit-learn"",True,,,292481";
karoo_gp,kstaats,159,61,21,A Genetic Programming platform for Python with TensorFlow for wicked-fast CPU and GPU support.,2015-10-22 10:29:52+00:00,2024-11-08 19:34:54+00:00,Python,tensorflow,True,,,6025;
dirty_cat,dirty-cat,15,4,1,Machine learning on dirty tabular data (legacy clone of skrub),2023-05-16 07:12:13+00:00,2024-12-12 11:14:58+00:00,Python,,False,,,2483;
Pixel2Mesh,nywang16,1654,296,64,Pixel2Mesh: Generating 3D Mesh Models from Single RGB Images. In ECCV2018.,2018-07-27 04:08:52+00:00,2024-12-20 01:50:30+00:00,Python,,True,,,5937;
AlphaPy,ScottfreeLLC,1148,207,13,Python AutoML for Trading Systems and Sports Betting,2016-02-14 00:47:32+00:00,2024-12-19 01:49:13+00:00,Python,,False,,,34803;
MUNIT,NVlabs,2642,483,66,Multimodal Unsupervised Image-to-Image Translation,2018-03-30 21:56:14+00:00,2024-12-16 03:22:13+00:00,Python,,True,,,6257;
geomapnet,NVlabs,347,79,9,Geometry-Aware Learning of Maps for Camera Localization (CVPR2018),2018-04-06 20:15:13+00:00,2024-12-16 15:45:32+00:00,Python,,False,,,2574;
QCEngine,MolSSI,167,80,63,Quantum chemistry program executor and IO standardizer (QCSchema).,2018-03-01 22:25:35+00:00,2024-12-17 01:21:50+00:00,Python,,False,,,11488;
"ANTsPy,ANTsX,634,162,33,""A fast medical imaging analysis library in Python with algorithms for registration, segmentation, and more."",2017-08-28 18:00:57+00:00,2024-12-16 23:02:32+00:00,Python,,True,,,95115";
DeepRec,cheungdaven,1138,293,7,An Open-source Toolkit for Deep Learning based Recommendation with Tensorflow.,2018-05-12 05:29:06+00:00,2024-12-15 08:54:42+00:00,Python,,True,,,15359;
captcha-tensorflow,JackonYang,995,272,4,Image Captcha Solving Using TensorFlow and CNN Model. Accuracy 90%+,2017-02-05 07:55:52+00:00,2024-12-18 20:35:09+00:00,Jupyter Notebook,tensorflow,False,,,5683;
raster-vision,azavea,2076,387,32,An open source library and framework for deep learning on satellite and aerial imagery.,2017-02-02 14:31:54+00:00,2024-12-20 07:51:40+00:00,Python,torch,True,,,94752;
arviz,arviz-devs,1600,401,182,Exploratory analysis of Bayesian models with Python,2015-07-29 11:51:10+00:00,2024-12-20 04:58:10+00:00,Python,,True,,,125222;
deep-coref,clarkkev,270,59,13,,2016-06-08 20:27:00+00:00,2024-01-04 16:05:20+00:00,Python,,False,,,199;
"Handwritten-Digit-Recognition-using-Deep-Learning,anujdutt9,223,129,0,Handwritten Digit Recognition using Machine Learning and Deep Learning,2017-01-01 16:58:08+00:00,2024-12-16 12:44:16+00:00,Python,""tensorflow,scikit-learn,keras"",False,,,14062";
Lexos,WheatonCS,120,20,51,Python/Flask-based website for text analysis workflow. Previous (stable) release is live at:,2013-05-13 20:16:10+00:00,2024-10-14 15:13:28+00:00,Python,scikit-learn,True,,,87866;
OpenKE,thunlp,3827,985,30,An Open-Source Package for Knowledge Embedding (KE),2017-10-08 11:20:23+00:00,2024-12-18 21:16:31+00:00,Python,,False,,,294852;
"OpenNRE,thunlp,4332,1054,17, An Open-Source Package for Neural Relation Extraction (NRE),2017-02-26 07:37:12+00:00,2024-12-19 05:20:47+00:00,Python,""torch,scikit-learn"",True,,,273293";
ASCAD,ANSSI-FR,179,60,10,Side Channels Analysis and Deep Learning,2018-01-19 10:04:55+00:00,2024-12-17 03:52:53+00:00,Python,,True,,,179;
SecuML,ANSSI-FR,272,60,1,Machine Learning for Computer Security,2016-09-05 08:15:59+00:00,2024-12-12 21:22:34+00:00,Python,scikit-learn,False,,,13056;
skorch,skorch-dev,5865,390,62,A scikit-learn compatible neural network library that wraps PyTorch,2017-07-18 00:13:54+00:00,2024-12-20 13:25:21+00:00,Jupyter Notebook,scikit-learn,False,,,12640;
oddt,oddt,417,119,32,Open Drug Discovery Toolkit,2014-08-20 14:01:11+00:00,2024-12-19 07:58:52+00:00,Python,scikit-learn,True,,,48001;
"deepchem,deepchem,5473,1677,642,""Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology"",2015-09-24 23:20:28+00:00,2024-12-20 09:28:31+00:00,Python,,False,,,586526";
"alpha-zero-general,suragnair,3874,1031,68,A clean implementation based on AlphaZero for any game in any framework + tutorial + Othello/Gobang/TicTacToe/Connect4 and more,2017-12-01 02:55:15+00:00,2024-12-20 12:24:59+00:00,Jupyter Notebook,""tensorflow,torch,keras"",True,,,434431";
"Kaggler,jeongyoonlee,742,166,6,Code for Kaggle Data Science Competitions,2015-01-28 20:51:13+00:00,2024-10-30 16:09:12+00:00,Python,""tensorflow,xgboost,lightgbm"",True,,,2266";
starry,rodluger,142,32,30,Tools for mapping stars and planets.,2018-02-07 13:54:20+00:00,2024-11-26 02:09:35+00:00,Python,,True,,,176733;
"visdial-challenge-starter-pytorch,batra-mlp-lab,192,38,11,Starter code in PyTorch for the Visual Dialog challenge,2018-07-08 23:37:47+00:00,2024-09-09 14:06:36+00:00,Python,""tensorflow,torch"",False,,,174";
loglizer,logpai,1286,426,28,A machine learning toolkit for log-based anomaly detection [ISSRE'16],2016-05-14 14:08:20+00:00,2024-12-19 07:03:05+00:00,Jupyter Notebook,,False,,,11102;
language,google-research,1618,346,110,Shared repository for open-sourced projects from the Google AI Language team.,2018-10-16 00:58:14+00:00,2024-12-18 02:42:10+00:00,Python,,False,,,6416;
bert,google-research,38096,9587,886,TensorFlow code and pre-trained models for BERT,2018-10-25 22:57:34+00:00,2024-12-20 11:28:57+00:00,Python,tensorflow,True,,,317;
google-research,google-research,34137,7880,1468,Google Research,2018-10-04 18:42:48+00:00,2024-12-20 15:28:23+00:00,Jupyter Notebook,,True,,,1143193;
phrasemachine,slanglab,191,26,9,Quickly extract multi-word phrases from a corpus,2016-09-29 20:58:34+00:00,2024-12-05 22:05:15+00:00,Python,,True,,,3239;
keract,philipperemy,1044,185,2,Layers Outputs and Gradients in Keras. Made easy.,2017-05-17 04:50:57+00:00,2024-12-20 09:47:16+00:00,Python,,True,,,4438;
deep-speaker,philipperemy,904,241,9,Deep Speaker: an End-to-End Neural Speaker Embedding System.,2017-05-19 05:06:32+00:00,2024-12-20 09:44:14+00:00,Python,tensorflow,False,,,83477;
keras-tcn,philipperemy,1888,455,8,Keras Temporal Convolutional Network.,2018-03-22 02:40:06+00:00,2024-12-20 09:47:13+00:00,Python,,False,,,6024;
"RCAN,yulunzhang,1381,314,77,""PyTorch code for our ECCV 2018 paper """"Image Super-Resolution Using Very Deep Residual Channel Attention Networks"""" "",2018-07-03 16:22:54+00:00,2024-12-19 09:16:33+00:00,Python,torch,True,,,34567";
"pytorch-lightning,Lightning-AI,28270,3379,870,""Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes."",2019-03-31 00:45:57+00:00,2024-12-20 14:13:53+00:00,Python,torch,True,,,133064";
django-imagekit,matthewwithanm,2273,275,92,Automated image processing for Django. Currently v4.0,2011-02-10 21:01:29+00:00,2024-12-19 19:46:08+00:00,Python,,True,,,2235;
tf-cpn,chenyilun95,793,197,43,Cascaded Pyramid Network for Multi-Person Pose Estimation (CVPR 2018),2018-03-20 14:56:11+00:00,2024-12-14 19:50:50+00:00,Python,,False,,,720;
pygsp,epfl-lts2,484,93,31,Graph Signal Processing in Python,2014-01-27 11:00:16+00:00,2024-12-16 09:22:27+00:00,Python,,False,,,4495;
GRUV,MattVitelli,799,165,28,GRUV is a Python project for algorithmic music generation. ,2015-07-27 01:16:52+00:00,2024-11-29 05:56:21+00:00,Python,,False,,,3022;
"liegroups,utiasSTARS,334,60,10,""Python implementation of SO2, SE2, SO3, and SE3 matrix Lie groups using numpy or pytorch"",2017-03-22 19:24:36+00:00,2024-12-13 00:40:31+00:00,Python,,True,,,7328";
snake,chuyangliu,1654,486,1,Artificial intelligence for the Snake game.,2016-06-25 02:59:09+00:00,2024-12-15 12:43:40+00:00,Python,,True,,,4103;
"clip-as-service,jina-ai,12427,2070,301,""🏄 Scalable embedding, reasoning, ranking for images and sentences with CLIP"",2018-11-12 10:48:50+00:00,2024-12-18 10:04:41+00:00,Python,,True,,,28701";
geomstats,geomstats,1259,251,209,Computations and statistics on manifolds with geometric structures.,2017-10-25 00:44:57+00:00,2024-12-19 04:22:09+00:00,Python,,True,,,221483;
PyTorch-GAN,eriklindernoren,16381,4067,141,PyTorch implementations of Generative Adversarial Networks.,2018-04-21 13:06:40+00:00,2024-12-20 13:11:56+00:00,Python,torch,False,,,69709;
PyTorch-YOLOv3,eriklindernoren,7317,2627,111,Minimal PyTorch implementation of YOLOv3,2018-05-21 16:05:55+00:00,2024-12-20 06:17:31+00:00,Python,,False,,,17140;
Keras-GAN,eriklindernoren,9184,3139,144,Keras implementations of Generative Adversarial Networks.,2017-07-11 16:24:53+00:00,2024-12-19 18:56:27+00:00,Python,keras,False,,,90527;
pytorch-template,victoresque,4735,1083,21,PyTorch deep learning projects made easy.,2018-03-13 00:21:14+00:00,2024-12-20 10:19:58+00:00,Python,torch,True,,,288;
mesh,tensorflow,1589,255,98,Mesh TensorFlow: Model Parallelism Made Easier,2018-09-20 20:23:34+00:00,2024-12-20 05:46:30+00:00,Python,,False,,,2352;
"tcav,tensorflow,631,149,17,Code for the TCAV ML interpretability project,2018-07-03 17:45:35+00:00,2024-12-20 09:30:21+00:00,Jupyter Notebook,""tensorflow,scikit-learn"",False,,,640";
ranking,tensorflow,2741,475,90,Learning to Rank in TensorFlow,2018-12-03 20:48:57+00:00,2024-12-19 11:01:24+00:00,Python,,False,,,6392;
magenta,magenta,19149,3738,416,Magenta: Music and Art Generation with Machine Intelligence,2016-05-05 20:10:40+00:00,2024-12-20 12:28:09+00:00,Python,,True,,,37844;
"privacy,tensorflow,1933,449,125,Library for training machine learning models with privacy for training data,2018-12-21 18:46:46+00:00,2024-12-19 17:36:44+00:00,Python,""tensorflow,scikit-learn"",False,,,2961";
kfac,tensorflow,197,40,9,An implementation of KFAC for TensorFlow,2018-02-01 23:14:00+00:00,2024-12-09 07:53:29+00:00,Python,,False,,,1811;
"datasets,tensorflow,4298,1541,700,""TFDS is a collection of datasets ready to use with TensorFlow, Jax, ..."",2018-09-10 21:27:22+00:00,2024-12-20 10:01:54+00:00,Python,,True,,,997138";
"agents,tensorflow,2793,721,199,""TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning."",2018-11-17 00:29:12+00:00,2024-12-18 04:17:59+00:00,Python,,True,,,13520";
models,tensorflow,77050,45771,1246,Models and examples built with TensorFlow,2016-02-05 01:15:20+00:00,2024-12-20 13:22:22+00:00,Python,,False,,,641631;
minigo,tensorflow,3468,558,77,An open-source implementation of the AlphaGoZero algorithm,2018-01-29 23:29:07+00:00,2024-12-16 02:56:54+00:00,C++,keras,True,,,9958;
lattice,tensorflow,518,93,11,Lattice methods in TensorFlow,2017-09-22 03:27:49+00:00,2024-12-16 02:06:50+00:00,Python,,False,,,1591;
tensor2tensor,tensorflow,15475,3491,590,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,2017-06-15 16:57:39+00:00,2024-12-20 08:39:13+00:00,Python,,False,,,17508;
benchmarks,tensorflow,1145,634,100, A benchmark framework for Tensorflow,2016-10-12 18:41:20+00:00,2024-12-09 13:31:05+00:00,Python,,False,,,3203;
tensorflow,tensorflow,186226,74295,5589,An Open Source Machine Learning Framework for Everyone,2015-11-07 01:19:20+00:00,2024-12-20 14:26:27+00:00,C++,,False,,,1186475;
tensorboard,tensorflow,6702,1656,685,TensorFlow's Visualization Toolkit,2017-05-15 20:08:07+00:00,2024-12-20 05:43:14+00:00,TypeScript,,False,,,123596;
"cleverhans,cleverhans-lab,6197,1391,45,""An adversarial example library for constructing attacks, building defenses, and benchmarking both"",2016-09-15 00:28:04+00:00,2024-12-19 02:37:16+00:00,Jupyter Notebook,,True,,,9369";
tpu,tensorflow,5214,1767,310,Reference models and tools for Cloud TPUs.,2017-07-11 23:54:39+00:00,2024-12-20 08:26:14+00:00,Jupyter Notebook,,False,,,48168;
transform,tensorflow,984,214,45,Input pipeline framework,2017-02-10 00:36:53+00:00,2024-12-18 11:52:44+00:00,Python,,False,,,3811;
hub,tensorflow,3478,1661,13,A library for transfer learning by reusing parts of TensorFlow models.,2018-03-12 07:55:42+00:00,2024-12-19 15:36:16+00:00,Python,,False,,,13656;
safe_learning,befelix,222,65,3,Safe reinforcement learning with stability guarantees,2017-11-03 08:07:56+00:00,2024-12-16 22:33:43+00:00,Python,tensorflow,False,,,1084;
"PytorchSSD,lzx1413,709,238,44,""pytorch version of SSD and it's enhanced methods such as RFBSSD,FSSD and RefineDet"",2017-12-14 13:17:03+00:00,2024-09-24 02:35:39+00:00,Python,,True,,,724";
hypertools,ContextLab,1826,160,67,A Python toolbox for gaining geometric insights into high-dimensional data,2016-09-27 21:31:25+00:00,2024-11-28 15:18:39+00:00,Python,scikit-learn,True,,,99947;
"SLM-Lab,kengz,1255,266,18,""Modular Deep Reinforcement Learning framework in PyTorch. Companion library of the book """"Foundations of Deep Reinforcement Learning""""."",2017-10-02 22:20:22+00:00,2024-12-19 07:59:30+00:00,Python,,True,,,4279";
"visual-chatbot,Cloud-CV,188,58,13,:cloud: :eyes: :speech_balloon: Visual Chatbot,2017-04-19 23:24:57+00:00,2024-11-27 16:33:05+00:00,Python,""tensorflow,torch"",False,,,1058";
PTT-Chat-Generator,zake7749,221,29,4,批踢踢推文產生器,2016-10-07 02:20:28+00:00,2024-10-19 07:58:29+00:00,Python,,False,,,88558;
libact,ntucllab,778,174,43,Pool-based active learning in Python,2015-12-06 17:24:38+00:00,2024-11-06 10:38:19+00:00,Python,scikit-learn,False,,,1950;
AlphaPose,MVIG-SJTU,8001,1969,292,Real-Time and Accurate Full-Body Multi-Person Pose Estimation&Tracking System,2018-01-17 02:33:17+00:00,2024-12-20 07:19:32+00:00,Python,,False,,,121674;
rulefit,christophM,410,112,28,Python implementation of the rulefit algorithm,2015-10-16 15:56:52+00:00,2024-12-19 13:55:27+00:00,Python,,True,,,116;
"thinc,explosion,2821,275,20,""🔮 A refreshing functional take on deep learning, compatible with your favorite libraries"",2014-10-16 16:34:59+00:00,2024-12-19 23:41:54+00:00,Python,,False,,,11136";
spacy-models,explosion,1626,298,0,💫  Models for the spaCy Natural Language Processing (NLP) library,2017-03-14 11:15:20+00:00,2024-12-19 16:07:10+00:00,Python,,True,,,7120;
"prodigy-recipes,explosion,479,115,5,""🍳 Recipes for the Prodigy, our fully scriptable annotation tool"",2017-12-09 12:57:34+00:00,2024-10-31 10:41:19+00:00,Jupyter Notebook,,True,,,16000";
spaCy,explosion,30015,4394,151,💫 Industrial-strength Natural Language Processing (NLP) in Python,2014-07-03 15:15:40+00:00,2024-12-20 13:58:13+00:00,Python,,False,,,202932;
ctf,p4-team,1776,261,1,Ctf solutions from p4 team,2015-09-22 12:53:15+00:00,2024-12-20 11:02:28+00:00,Python,,False,,,312462;
cfrnet,clinicalml,294,82,3,Counterfactual Regression,2016-07-12 10:29:44+00:00,2024-11-24 06:25:03+00:00,Python,,False,,,3404;
pytorch-value-iteration-networks,kentsommer,318,62,1,Pytorch implementation of Value Iteration Networks (NIPS 2016 best paper),2017-03-23 07:09:54+00:00,2024-10-04 13:32:35+00:00,Python,torch,True,,,131;
3DUnetCNN,ellisdg,1914,652,11,Pytorch 3D U-Net Convolution Neural Network (CNN) designed for medical image segmentation,2017-02-01 19:24:34+00:00,2024-12-20 13:21:42+00:00,Python,torch,True,,,20023;
awesome-hand-pose-estimation,xinghaochen,3106,534,5,Awesome work on hand pose estimation/tracking,2017-03-22 15:52:31+00:00,2024-12-20 08:23:40+00:00,Python,,False,,,409956;
"livelossplot,stared,1294,142,9,""Live training loss plot in Jupyter Notebook for Keras, PyTorch and others"",2018-03-10 17:51:43+00:00,2024-12-20 01:17:34+00:00,Python,,True,,,2305";
Python-Scripts,Logan1x,306,148,1,Collection of Various Python Script's.💻,2017-05-16 16:25:28+00:00,2024-12-16 23:30:02+00:00,Python,,False,,,8498;
"tensorflow-nvJetson,peterlee0127,205,61,0,""TensorFlow for NVIDIA Jetson, also include patch and script for building."",2017-07-25 14:53:40+00:00,2024-03-20 11:42:02+00:00,Python,,True,,,448";
"seldon-core,SeldonIO,4367,831,222,""An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models"",2017-12-20 14:51:54+00:00,2024-12-18 06:12:30+00:00,HTML,,True,,,243753";
tf_unet,jakeret,1899,748,90,Generic U-Net Tensorflow implementation for image segmentation,2016-08-12 08:02:22+00:00,2024-12-16 15:45:45+00:00,Python,tensorflow,False,,,4933;
QRec,Coder-Yu,1587,406,0,QRec: A Python Framework for quick implementation of recommender systems (TensorFlow Based),2016-09-24 15:10:35+00:00,2024-12-19 08:42:07+00:00,Python,,False,,,18886;
pytorch-vgg,jcjohnson,219,34,9,,2017-01-22 05:55:50+00:00,2024-06-29 15:49:16+00:00,Python,,True,,,6;
eo-learn,sentinel-hub,1125,300,3,Earth observation processing framework for machine learning in Python,2018-05-31 09:08:08+00:00,2024-12-19 12:15:29+00:00,Python,,True,,,574782;
BayesianOptimization,bayesian-optimization,7868,1541,10,A Python implementation of global optimization with gaussian processes.,2014-06-06 08:18:56+00:00,2024-12-20 09:16:08+00:00,Python,,True,,,48768;
snips-nlu,snipsco,3893,513,67,Snips Python library to extract meaning from text,2017-02-08 16:16:36+00:00,2024-12-13 09:09:29+00:00,Python,,True,,,20278;
"program-y,keiffster,350,135,25,""Python 3.x based AIML 2.0 Chatbot interpreter, framework, related programs and knowledge files"",2016-11-22 10:43:41+00:00,2024-12-05 03:48:21+00:00,Python,,True,,,37770";
moments_models,zhoubolei,355,68,13,The pretrained models trained on Moments in Time Dataset,2018-01-09 04:17:41+00:00,2024-12-04 02:10:04+00:00,Python,,True,,,83;
MAgent,geek-ai,1688,333,31,A Platform for Many-Agent Reinforcement Learning,2017-11-06 10:09:14+00:00,2024-12-20 07:23:15+00:00,Python,,False,,,9851;
nli,lukecq1231,265,70,10,Enhanced LTSM for natural language inference,2017-04-20 23:00:02+00:00,2024-12-02 15:48:05+00:00,Python,,False,,,36;
core,home-assistant,72975,30527,2800,:house_with_garden: Open source home automation that puts local control and privacy first.,2013-09-17 07:29:48+00:00,2024-12-20 15:36:21+00:00,Python,,True,,,709586;
conv-emotion,declare-lab,1340,333,8,This repo contains implementation of different architectures for emotion recognition in conversations.,2018-10-31 23:54:41+00:00,2024-12-19 15:35:12+00:00,Python,,False,,,769380;
"invesalius3,invesalius,625,285,131,3D medical imaging reconstruction software,2012-10-31 11:00:49+00:00,2024-12-18 13:06:38+00:00,Python,""torch,keras"",False,,,310569";
CNN-from-Scratch,zishansami102,270,79,1,A scratch implementation of Convolutional Neural Network in Python using only numpy and validated over CIFAR-10 & MNIST Dataset,2017-06-09 17:16:50+00:00,2024-11-30 00:19:40+00:00,Python,,False,,,48252;
